cve_ent,cve_diario,cve_fechaedo,identif,ano,Entidad,Periódico,Fecha,Titular,Tema,Actor1,Actor2,Estatal,Voz,Sentido,Destinatario de la crítica,Contenido,Víctima 7
1,1,1,1011,2011,Aguascalientes,El Heraldo,11/04/11,Anarquía en parroquias. La música profana desplaza a la sacra.,0,0,,9999,9999,9999,9999,9999,9999
1,1,2,1012,2011,Aguascalientes,El Heraldo,25/10/11,Aquí no hay tortura. Lucino y Benjamín Andrade declararon lo que quisieron.,1,7,1,1,1,0,9999,9999,9999
1,1,3,1013,2011,Aguascalientes,El Heraldo,13/04/11,Apoyan holandeses parque agroindustrial,2,4,,1,1,0,9999,9999,9999
1,1,4,1014,2011,Aguascalientes,El Heraldo,10/03/11,Rindió CLT su informe de 100 días de labores,2,1,,1,1,0,9999,9999,9999
1,1,5,1015,2011,Aguascalientes,El Heraldo,28/10/11,Impuesto a la plusvalía,2,2,,1,1,0,9999,9999,9999
1,1,6,1016,2011,Aguascalientes,El Heraldo,03/09/11,Asume CLT el llamado a generar tranquilidad,2,1,,1,1,0,9999,9999,9999
1,1,7,1017,2011,Aguascalientes,El Heraldo,06/11/11,Repudia IP la embestida de Hacienda,2,4,,1,2,3,9999,9999,9999
1,1,8,1018,2012,Aguascalientes,El Heraldo,04/06/12,"Congelar precios, subir salarios y bajar la luz, ofrece EPN",2,3,,0,9999,9999,9999,9999,9999
1,1,9,1019,2012,Aguascalientes,El Heraldo,14/02/12,"""Llueve"" la ayuda. Destinan 72 mdp para 32 mil familias afectadas por la sequía",2,2,,1,0,0,9999,9999,9999
1,1,10,10110,2012,Aguascalientes,El Heraldo,08/02/12,Multas de tránsito tendrán descuento,2,2,,0,9999,9999,9999,9999,9999
1,1,11,10111,2012,Aguascalientes,El Heraldo,15/03/12,Operativo policiacos en hoteles y moteles,1,7,,0,9999,9999,9999,9999,9999
1,1,12,10112,2012,Aguascalientes,El Heraldo,27/07/12,Explosión en Casa Terán,0,2,,9999,9999,9999,9999,9999,9999
1,1,13,10113,2012,Aguascalientes,El Heraldo,16/06/12,Detectan mercado negro de fichas para pagar placas,2,3,,0,9999,9999,9999,9999,9999
1,1,14,10114,2012,Aguascalientes,El Heraldo,10/06/12,Rechazan rendir cuentas. Dependencias y diputados ocultan gastos y datos públicos,2,2,,1,0,4,0,2,9999
1,1,15,10115,2013,Aguascalientes,El Heraldo,10/06/13,Auditan a cuerpos policiacos. Verifican la aplicación correcta de recursos.,2,7,,1,1,0,9999,9999,9999
1,1,16,10116,2013,Aguascalientes,El Heraldo,09/04/13,Asigna Conagua al Estado $150 millones adicionales. Serán para seis proyectos de recarga artifical de acuíferos.,2,3,,1,1,0,9999,9999,9999
1,1,17,10117,2013,Aguascalientes,El Heraldo,20/02/13,Necesita la Junta Local de Conciliación y Arbitraje un mayor presupuesto,2,2,,1,1,0,9999,9999,9999
1,1,18,10118,2013,Aguascalientes,El Heraldo,04/04/13,"La hipertensión, el azote de la población.",0,8,,9999,9999,9999,9999,9999,9999
1,1,19,10119,2013,Aguascalientes,El Heraldo,18/01/13,Aguascalientes es una ciudad más justa,2,8,,0,9999,9999,9999,9999,9999
1,1,20,10120,2013,Aguascalientes,El Heraldo,30/03/13,A Dios hay que buscarlo siempre. Presidió el obispo ayer el Vía Crucis en Catedral.,0,0,,9999,9999,9999,9999,9999,9999
1,1,21,10121,2013,Aguascalientes,El Heraldo,02/06/13,Espectaculares clausurados. No cumplían los requisitos. Rechaza la Secretaría de Desarrollo Urbano Municipal que obedezca a móviles políticos.,2,3,,0,9999,9999,9999,9999,9999
1,2,1,1021,2011,Aguascalientes,El Sol del Centro,10/01/11,Arranca con estrategias municipales la protección del medio ambiente:LMR. Integrar una buena táctica en materia de medio ambiente donde participen las ongs,2,6,3,0,9999,9999,9999,9999,9999
1,2,2,1022,2011,Aguascalientes,El Sol del Centro,01/11/11,Compromiso dar la seguridad pública y depurar policías,2,7,,1,1,0,9999,9999,9999
1,2,3,1023,2011,Aguascalientes,El Sol del Centro,03/08/11,Aguascalientes será sede de 6 eventos deportivos este mes,0,8,,9999,9999,9999,9999,9999,9999
1,2,4,1024,2011,Aguascalientes,El Sol del Centro,17/03/11,Revalorar y recatar la energía vital de la colectividad: HHO,2,8,3,0,9999,9999,9999,9999,9999
1,2,5,1025,2011,Aguascalientes,El Sol del Centro,10/06/11,Hay calidad de vida y cultura de trabajo en Aguascalientes,2,2,,1,1,0,9999,9999,9999
1,2,6,1026,2011,Aguascalientes,El Sol del Centro,12/02/11,Fondeo y aportación de recursos financieros a sectores estratégicos,2,1,,1,1,0,9999,9999,9999
1,2,7,1027,2011,Aguascalientes,El Sol del Centro,13/11/11,El accidente del helicóptero en que viajaba Blake Mora fue por la densa nubosidad,2,3,,0,9999,9999,9999,9999,9999
1,2,8,1028,2012,Aguascalientes,El Sol del Centro,09/07/12,Felipe Calderón H. pondrá la 1era piedra de la planta NISSAN-2,2,3,,1,0,0,9999,9999,9999
1,2,9,1029,2012,Aguascalientes,El Sol del Centro,18/12/12,"Aguascalientes quiere ser el ""Estado piloto"" de proyectos de la Secretaría de Economía",2,3,,1,1,0,9999,9999,9999
1,2,10,10210,2012,Aguascalientes,El Sol del Centro,29/02/12,Firme aspiración de volver a ser el referente cultural en el país: CL,2,1,,1,1,0,9999,9999,9999
1,2,11,10211,2012,Aguascalientes,El Sol del Centro,19/04/12,Respetar marco legal dará mayor veracidad a las elecciones: Peña,2,3,,0,9999,9999,9999,9999,9999
1,2,12,10212,2012,Aguascalientes,El Sol del Centro,07/09/12,Es Aguascalientes un ejemplo nacional en Mejora Regulatoria,2,8,,1,1,0,9999,9999,9999
1,2,13,10213,2012,Aguascalientes,El Sol del Centro,01/12/12,Vienen tiempos mejores para Aguascalientes,2,8,,1,1,0,9999,9999,9999
1,2,14,10214,2012,Aguascalientes,El Sol del Centro,04/11/12,Otro compromiso cumplido:342 millones invertidos en infraestructura educativa,2,2,,1,1,0,9999,9999,9999
1,2,15,10215,2013,Aguascalientes,El Sol del Centro,23/09/13,Se abordarán las políticas que incentiven el papel de las mujeres y sus derechos,2,2,,1,1,0,9999,9999,9999
1,2,16,10216,2013,Aguascalientes,El Sol del Centro,15/10/13,Realizará CLT otra gira de trabajo por Japón este mes,2,1,,1,1,0,9999,9999,9999
1,2,17,10217,2013,Aguascalientes,El Sol del Centro,24/04/13,Plena seguridad y legalidad ofrece CLT a FEPADE para los comicios del 7 de julio,2,1,,1,1,0,9999,9999,9999
1,2,18,10218,2013,Aguascalientes,El Sol del Centro,18/04/13,Proyecto de Laboratorios de Ciencias para primarias,2,2,,1,1,0,9999,9999,9999
1,2,19,10219,2013,Aguascalientes,El Sol del Centro,25/01/13,Pleno apoyo federal a las propuestas del Gobierno del Estado,2,3,,1,1,0,9999,9999,9999
1,2,20,10220,2013,Aguascalientes,El Sol del Centro,15/06/13,Modelo de labor escuela-empresa será aplicado en otros subsistemas,2,8,,1,1,0,9999,9999,9999
1,2,21,10221,2013,Aguascalientes,El Sol del Centro,25/08/13,Aplicación de reformas en materia penal va muy en serio en todo el país,2,3,,1,1,0,9999,9999,9999
2,3,1,2031,2011,Baja California,La Voz de la Frontera,17/01/11,Es tiempo de unidad,2,1,,1,1,0,9999,9999,9999
2,3,2,2032,2011,Baja California,La Voz de la Frontera,15/11/11,Ejecutan a un comerciante,0,9999,,9999,9999,9999,9999,9999,9999
2,3,3,2033,2011,Baja California,La Voz de la Frontera,10/08/11,Urge cambio económico en Baja California: Escobedo,2,4,,1,2,1,9999,9999,9999
2,3,4,2034,2011,Baja California,La Voz de la Frontera,24/03/11,"Intentan reactivar la ""Zona Libre""",2,3,4,1,1,0,9999,9999,9999
2,3,5,2035,2011,Baja California,La Voz de la Frontera,17/06/11,Inicia Osuna gira a Francia y España,2,1,,1,0,0,9999,9999,9999
2,3,6,2036,2011,Baja California,La Voz de la Frontera,19/02/11,Apoyo a algodoneros con máquina pesada,2,1,4,1,1,0,9999,9999,9999
2,3,7,2037,2011,Baja California,La Voz de la Frontera,11/12/11,Sacude sismo de 6.5 el centro de México,0,9999,,9999,9999,9999,9999,9999,9999
2,3,8,2038,2012,Baja California,La Voz de la Frontera,20/08/12,A clases con horario reducido y protestas,0,5,8,9999,9999,9999,9999,9999,9999
2,3,9,2039,2012,Baja California,La Voz de la Frontera,24/01/12,Un frente nacional antiviolencia: Peña,2,3,,0,9999,9999,9999,9999,9999
2,3,10,20310,2012,Baja California,La Voz de la Frontera,21/03/12,Ejecutado y quemado,1,9,,9999,9999,9999,9999,9999,9999
2,3,11,20311,2012,Baja California,La Voz de la Frontera,17/05/12,Ayuda a deportados para volver al hogar,2,2,,1,1,0,9999,9999,9999
2,3,12,20312,2012,Baja California,La Voz de la Frontera,14/09/12,Frente fronterizo contra alza al IVA,2,4,,0,9999,9999,9999,9999,9999
2,3,13,20313,2012,Baja California,La Voz de la Frontera,08/12/12,Llegaron más alcoholímetros,2,2,,1,0,0,9999,9999,9999
2,3,14,20314,2012,Baja California,La Voz de la Frontera,18/11/12,"Ni el ""Buen fin"" frena la fuga de compradores",0,8,,9999,9999,9999,9999,9999,9999
2,3,15,20315,2013,Baja California,La Voz de la Frontera,30/09/13,Anuncia obispo nueva catedral,0,0,,9999,9999,9999,9999,9999,9999
2,3,16,20316,2013,Baja California,La Voz de la Frontera,01/10/13,Asaltante se mata con su propia arma,0,9999,,9999,9999,9999,9999,9999,9999
2,3,17,20317,2013,Baja California,La Voz de la Frontera,01/05/13,Nuevo subsidio a tarifas de CFE,2,3,,0,9999,9999,9999,9999,9999
2,3,18,20318,2013,Baja California,La Voz de la Frontera,09/05/13,Mataron a golpes a la niña Karina,0,9999,,9999,9999,9999,9999,9999,9999
2,3,19,20319,2013,Baja California,La Voz de la Frontera,08/02/13,Endurece EU política migratoria,2,2,,1,0,0,9999,9999,9999
2,3,20,20320,2013,Baja California,La Voz de la Frontera,10/08/13,Liberan a Caro Quintero,1,3,9,1,0,0,9999,9999,9999
2,3,21,20321,2013,Baja California,La Voz de la Frontera,20/01/13,Confirman nuevo caso de rickettsia,0,2,8,9999,9999,9999,9999,9999,9999
2,4,1,2041,2011,Baja California,El Mexicano,24/01/11,"""Pega"" desempleo en EU a escuelas [Genera imposibilidad de cubrir colegiaturas por parte de padres de familia que han perdido su empleo]",2,9999,,1,0,0,9999,9999,9999
2,4,2,2042,2011,Baja California,El Mexicano,12/06/11,"Grave, el robo de cable en escuelas [Preocupa que el vandalismo en planteles se dispare en la temporada vacacional]",0,8,,9999,9999,9999,9999,9999,9999
2,4,3,2043,2011,Baja California,El Mexicano,24/08/11,"Prevé Calderón difícil, la crisis [Pidió Osuna apoyar la zona económica]",2,3,1,1,1,0,9999,9999,9999
2,4,4,2044,2011,Baja California,El Mexicano,31/03/11,Subirá un 50% precio del pollo [Por cuotas compensatorias; en un par de meses se registrará el alza en la región],2,2,,1,0,1,9999,9999,9999
2,4,5,2045,2011,Baja California,El Mexicano,07/01/11,"""Presa-Gate"" es peor de lo pensado [El presidente municipal soy yo, aclaró ante la postura de Huerta. Video escándalo protagonizado por policíasque abusaron de una mujer detenida]",2,2,7,0,9999,9999,9999,9999,9999
2,4,6,2046,2011,Baja California,El Mexicano,12/03/11,Cerrarán casi media garita [Remodelan carriles de San Ysidro],2,2,,0,9999,9999,9999,9999,9999
2,4,7,2047,2011,Baja California,El Mexicano,18/09/11,Niños se drogan desde los 10 años [Tendencia ha permanecido así 5 años en BC],2,8,,1,0,1,9999,9999,9999
2,4,8,2048,2011,Baja California,El Mexicano,22/10/11,"""Lavan"" 10 mil mdd en México",2,9,,0,9999,9999,9999,9999,9999
2,4,9,2049,2012,Baja California,El Mexicano,14/02/12,BC no es tierra para el crimen: general Alfonso Duarte Mújica [BC avanza en la depuración policiaca; ejército debe seguir en las calles],2,7,,1,1,0,9999,9999,9999
2,4,10,20410,2012,Baja California,El Mexicano,11/04/12,Ingresan hasta 500 mujeres por drogas a la preventiva [Urge centro de rehabilitación para población femenina],2,8,,0,9999,9999,9999,9999,9999
2,4,11,20411,2012,Baja California,El Mexicano,05/01/12,"Bancos hacen ""su agosto"" durante cuesta de enero [No recurrir a créditos ""fáciles"", pero con tasas de interés que rebasan el 60%, Economistas]",0,4,,9999,9999,9999,9999,9999,9999
2,4,12,20412,2012,Baja California,El Mexicano,09/03/12,"Maestro abusó de estudiantes y está prófugo [Los menores denunciaron, lo corrieron hace 15 días del plantel]",2,9999,,0,9999,9999,9999,9999,9999
2,4,13,20413,2012,Baja California,El Mexicano,24/03/12,Habrá red de estaciones para autos eléctricos [Esperan millón y medio de vehículos que no consuman gasolina para el año 2025],2,3,,0,9999,9999,9999,9999,9999
2,4,14,20414,2012,Baja California,El Mexicano,26/08/12,"Baleados ""eran agentes de la DEA""",1,9,,1,0,1,9999,9999,9999
2,4,15,20415,2013,Baja California,El Mexicano,14/10/13,Avalan IVA de 16% a la región,2,2,,1,0,0,9999,9999,9999
2,4,16,20416,2013,Baja California,El Mexicano,10/09/13,Prevén severa crisis si el IVA aumenta 16%,2,4,,1,2,1,9999,9999,9999
2,4,17,20417,2013,Baja California,El Mexicano,08/05/13,Crisis histórica en ramo constructor,2,4,,1,0,1,9999,9999,9999
2,4,18,20418,2013,Baja California,El Mexicano,23/05/13,10 mdd dejarán los Xolos,0,0,,9999,9999,9999,9999,9999,9999
2,4,19,20419,2013,Baja California,El Mexicano,01/11/13,Lanza amenaza EU a los narcos,1,9,,1,0,0,9999,9999,9999
2,4,20,20420,2013,Baja California,El Mexicano,24/08/13,Toman maestros la caseta de peaje,2,5,,1,0,2,9999,9999,9999
2,4,21,20421,2013,Baja California,El Mexicano,18/05/13,Incautó Policía Estatal Preventiva 12 mdp en cocaína,1,7,,1,0,0,9999,9999,9999
3,5,1,3051,2011,Baja California Sur,Tribuna de los Cabos,01/08/11,Se agita el 2012 en BCS. El PRI ahora con la CROC rumbo a los proximos comicios. Tiene el PRD estatal tres aspirantes a la dirigencia.,2,2,6,1,0,2,9999,9999,9999
3,5,2,3052,2011,Baja California Sur,Tribuna de los Cabos,12/07/11,"Ya nada detiene el libramiento San Jose del Cabo/Cabo San Lucas, pagan 50 mdp al Ejido",2,2,3,1,1,2,9999,9999,9999
3,5,3,3053,2011,Baja California Sur,Tribuna de los Cabos,10/08/11,Descarta Secretaria de Seguridad Publica Estatal presencia del crimen organizado en Los Cabos.,2,2,7,1,1,0,9999,9999,9999
3,5,4,3054,2011,Baja California Sur,Tribuna de los Cabos,28/07/11,Perdio el Estado 200 mdd para obras por organismos municipales ineficientes: Conagua.,2,2,3,1,0,3,9999,9999,9999
3,5,5,3055,2011,Baja California Sur,Tribuna de los Cabos,02/06/11,Arrastra Gobierno del Estado deuda pública superior a los mil 800 mdp. Reconoce el gobernador la dificil situacion económica en la que se encuentran pero tiene confianza en que puedan salir adelante.,2,1,2,1,1,0,9999,9999,9999
3,5,6,3056,2011,Baja California Sur,Tribuna de los Cabos,17/09/11,Contra la corrupcion de los malos funcionarios publicos Pronunciamientos durante los actos civicos del 16 de septiembre.,2,3,,1,1,0,9999,9999,9999
3,5,7,3057,2011,Baja California Sur,Tribuna de los Cabos,22/05/11,Quien protegia la corrupcion en El Medano? El presidente de la Asociacion de Colonos del Medano senalo venta ilegal de alcohol en la Playa del Amor.,2,6,,0,9999,9999,9999,9999,9999
3,5,8,3058,2012,Baja California Sur,Tribuna de los Cabos,22/10/12,"Ya hubo un buzo muerto. Qué esperan las autoridades, reclaman.",2,6,,0,9999,9999,9999,9999,9999
3,5,9,3059,2012,Baja California Sur,Tribuna de los Cabos,16/10/12,Paul se proyectara contra BCS. Encabeza el gobernador reunion del Consejo Estatal de Protección Civil,2,1,2,1,1,0,9999,9999,9999
3,5,10,30510,2012,Baja California Sur,Tribuna de los Cabos,07/11/12,Certidumbre a futuras generaciones sobre el recurso de agua (MCV),2,1,2,1,1,0,9999,9999,9999
3,5,11,30511,2012,Baja California Sur,Tribuna de los Cabos,29/03/12,Tambien Jose Carlos Cota. Al ex alcalde de La Paz le fue retirada la candidatura priista a la diputacion federal.,2,3,,0,9999,9999,9999,9999,9999
3,5,12,30512,2012,Baja California Sur,Tribuna de los Cabos,12/10/12,"Los Cabos, referente nacional en modelo de ciudades compactas: Implan",2,2,,0,9999,9999,9999,9999,9999
3,5,13,30513,2012,Baja California Sur,Tribuna de los Cabos,29/12/12,Autoriza cabildo presupuesto por un mil 265 millones de pesos,2,2,,0,9999,9999,9999,9999,9999
3,5,14,30514,2012,Baja California Sur,Tribuna de los Cabos,29/01/12,Inician tramites nuevos desarrollos turisticos y hoteles en Los Cabos: Flores. (Dir. l de Desarrollo y Planeacion Urbana),2,2,4,0,9999,9999,9999,9999,9999
3,5,15,30515,2013,Baja California Sur,Tribuna de los Cabos,09/12/13,Tragicos dias prenavidenos. (Nota roja),0,9999,,9999,9999,9999,9999,9999,9999
3,5,16,30516,2013,Baja California Sur,Tribuna de los Cabos,22/10/13,Burocratas y Covarrubias advierten del impacto a BCS con aumento del IVA,1,1,2,1,1,3,9999,9999,9999
3,5,17,30517,2013,Baja California Sur,Tribuna de los Cabos,10/04/13,Solicitan ocupantes de La Ballena intervencion del Gobernador para no ser desalojados,2,1,,1,2,0,9999,9999,9999
3,5,18,30518,2013,Baja California Sur,Tribuna de los Cabos,24/05/13,Rebelion en escuelas. Padres de familia quieren cuentas claras de lo que se hace con las cuotas escolares.,2,6,,1,2,2,9999,9999,9999
3,5,19,30519,2013,Baja California Sur,Tribuna de los Cabos,08/11/13,Alzan la voz contra la impunidad. Cuestiona el CCC(Consejo Coordinador empresarial de Los Cabos),2,4,,1,2,2,9999,9999,9999
3,5,20,30520,2013,Baja California Sur,Tribuna de los Cabos,30/06/13,Reduce desercion escolar del 33 al 7 por ciento. Asegura Rosario Guadalupe.,2,5,,1,1,0,9999,9999,9999
3,5,21,30521,2013,Baja California Sur,Tribuna de los Cabos,24/11/13,"Incertidumbre en predio La Ballena. Firman contratos, otros amparos.",2,8,,0,9999,9999,9999,9999,9999
3,6,1,3061,2011,Baja California Sur,El Sudcaliforniano,14/02/11,"Marcos Covarrubias, gobernador 2011-2015",2,1,,1,0,0,9999,9999,9999
3,6,2,3062,2011,Baja California Sur,El Sudcaliforniano,25/01/11,Blanca Meza y Katzenstein se reúnen con trabajadores al servicio del estado,2,2,,1,0,0,9999,9999,9999
3,6,3,3063,2011,Baja California Sur,El Sudcaliforniano,26/01/11,El voto joven cambiará el rumbo de BCS,2,3,,1,1,0,9999,9999,9999
3,6,4,3064,2011,Baja California Sur,El Sudcaliforniano,10/03/11,Cobra ISSSTE deudas a SEP y ayuntamientos,2,2,,1,0,0,9999,9999,9999
3,6,5,3065,2011,Baja California Sur,El Sudcaliforniano,15/07/11,Desvío de 20 mdp en SAPA de La Paz,2,2,,0,9999,9999,9999,9999,9999
3,6,6,3066,2011,Baja California Sur,El Sudcaliforniano,26/02/11,Inician proceso de relevo en el gobierno,2,1,,1,0,0,9999,9999,9999
3,6,7,3067,2011,Baja California Sur,El Sudcaliforniano,12/06/11,No se publica este día,99,9999,,99,99,99,99,99,99
3,6,8,3068,2012,Baja California Sur,El Sudcaliforniano,24/12/12,Se ampara el juez y deja el caso NAM,2,1,2,1,0,4,0,4,9999
3,6,9,3069,2012,Baja California Sur,El Sudcaliforniano,27/03/12,¡Sale libre Kerry Rogers!,2,0,,1,0,4,0,4,9999
3,6,10,30610,2012,Baja California Sur,El Sudcaliforniano,09/05/12,Abre Plaza Paseo La Paz; inversión: 18 mdd,2,1,2,0,9999,9999,9999,9999,9999
3,6,11,30611,2012,Baja California Sur,El Sudcaliforniano,14/06/12,"Los Cabos, blindados para reunión del G-20",2,7,,0,9999,9999,9999,9999,9999
3,6,12,30612,2012,Baja California Sur,El Sudcaliforniano,06/07/12,"Trabajo conjunto, soluciona problemas: MCV",2,1,4,1,1,0,9999,9999,9999
3,6,13,30613,2012,Baja California Sur,El Sudcaliforniano,11/02/12,Entrega MCV 430 títulos de propiedad,2,1,,1,1,0,9999,9999,9999
3,6,14,30614,2012,Baja California Sur,El Sudcaliforniano,19/02/12,No se publica este día,99,9999,,99,99,99,99,99,99
3,6,15,30615,2013,Baja California Sur,El Sudcaliforniano,11/11/13,"Luz eléctrica, agua y drenaje a La Pasión",2,1,,0,9999,9999,9999,9999,9999
3,6,16,30616,2013,Baja California Sur,El Sudcaliforniano,19/02/13,Descarta SAGARPA llegada de gripe aviar,2,3,,1,1,0,9999,9999,9999
3,6,17,30617,2013,Baja California Sur,El Sudcaliforniano,07/08/13,Podría haber beisbol profesional en La Paz,0,4,1,9999,9999,9999,9999,9999,9999
3,6,18,30618,2013,Baja California Sur,El Sudcaliforniano,18/07/13,Promueven inversión internacional para BCS,2,4,,1,1,0,9999,9999,9999
3,6,19,30619,2013,Baja California Sur,El Sudcaliforniano,07/06/13,"Proponen eliminar del Código Penal, calumnia y difamación",2,2,,1,1,0,9999,9999,9999
3,6,20,30620,2013,Baja California Sur,El Sudcaliforniano,19/01/13,Hieren de muerte a presunto delincuente,0,7,,9999,9999,9999,9999,9999,9999
3,6,21,30621,2013,Baja California Sur,El Sudcaliforniano,13/10/13,No se publica este día,99,9999,,99,99,99,99,99,99
4,7,1,4071,2011,Campeche,Campeche Hoy,29/08/11,Todo se lo debe a Kalimba,0,0,,9999,9999,9999,9999,9999,9999
4,7,2,4072,2011,Campeche,Campeche Hoy,29/11/11,Se quiere ir a su Rancho,0,0,,9999,9999,9999,9999,9999,9999
4,7,3,4073,2011,Campeche,Campeche Hoy,27/10/11,Madrina al Dr. Cándido,0,0,,9999,9999,9999,9999,9999,9999
4,7,4,4074,2011,Campeche,Campeche Hoy,22/12/11,Competirá VS Tatiana,0,0,,9999,9999,9999,9999,9999,9999
4,7,5,4075,2011,Campeche,Campeche Hoy,25/11/11,Mexicanos mochos,0,0,,9999,9999,9999,9999,9999,9999
4,7,6,4076,2011,Campeche,Campeche Hoy,01/10/11,Muere el humor blanco,0,0,,9999,9999,9999,9999,9999,9999
4,7,7,4077,2011,Campeche,Campeche Hoy,04/12/11,"Quiere con Joan, pero…",0,0,,9999,9999,9999,9999,9999,9999
4,7,8,4078,2012,Campeche,Campeche Hoy,02/01/12,Ya cobra como rey,0,0,,9999,9999,9999,9999,9999,9999
4,7,9,4079,2012,Campeche,Campeche Hoy,04/09/12,Multan a partidos,2,2,,1,0,4,1,5,9999
4,7,10,40710,2012,Campeche,Campeche Hoy,30/05/12,Calientan proceso electoral 2012,2,2,,0,9999,9999,9999,9999,9999
4,7,11,40711,2012,Campeche,Campeche Hoy,02/08/12,"""Pillos"" a juicio",2,2,,1,2,4,0,2,9999
4,7,12,40712,2012,Campeche,Campeche Hoy,24/08/12,Hundieron el ayuntamiento,2,2,,0,9999,9999,9999,9999,9999
4,7,13,40713,2012,Campeche,Campeche Hoy,31/03/12,"""No pisaré el bote""",0,0,,9999,9999,9999,9999,9999,9999
4,7,14,40714,2012,Campeche,Campeche Hoy,03/06/12,Casi todo listo,2,2,,1,0,0,9999,9999,9999
4,7,15,40715,2013,Campeche,Campeche Hoy,19/08/13,Cita con la muerte,0,9999,,9999,9999,9999,9999,9999,9999
4,7,16,40716,2013,Campeche,Campeche Hoy,02/04/13,Semana Santa roja,0,9999,,9999,9999,9999,9999,9999,9999
4,7,17,40717,2013,Campeche,Campeche Hoy,14/08/13,Amenazan y logran respuesta,2,9999,,0,9999,9999,9999,9999,9999
4,7,18,40718,2013,Campeche,Campeche Hoy,24/10/13,Corrupción en Sindicato de músicos,2,0,,0,9999,9999,9999,9999,9999
4,7,19,40719,2013,Campeche,Campeche Hoy,11/01/13,Más tiempo para certificar a policías,2,7,,1,0,0,9999,9999,9999
4,7,20,40720,2013,Campeche,Campeche Hoy,06/04/13,Suelo muy caro,2,0,,1,2,1,9999,9999,9999
4,7,21,40721,2013,Campeche,Campeche Hoy,15/12/13,Campeche aprueba la Reforma,2,2,,1,0,0,9999,9999,9999
4,8,1,4081,2011,Campeche,Tribuna Campeche,07/03/11,Molerían 400 mil toneladas de caña [Molidas ya 78.3 mil toneladas: Unión Local de Cañeros],2,4,,1,0,2,9999,9999,9999
4,8,2,4082,2011,Campeche,Tribuna Campeche,01/03/11,Cierran Sagarpa por abusos de Conapesca [Ribereños se quejan de que son acosados],2,3,6,1,0,3,9999,9999,9999
4,8,3,4083,2011,Campeche,Tribuna Campeche,16/03/11,Japón se prepara para catástrofe [Radiación],2,9999,,0,9999,9999,9999,9999,9999
4,8,4,4084,2011,Campeche,Tribuna Campeche,10/03/11,"Arrepentirse, pide obispo a los narcos",1,0,9,1,2,0,9999,9999,9999
4,8,5,4085,2011,Campeche,Tribuna Campeche,25/03/11,Destierra violencia a 120 mil [Buscan refugio en los EU],1,8,,1,0,1,9999,9999,9999
4,8,6,4086,2011,Campeche,Tribuna Campeche,19/03/11,Falta reciprocidad del Gobierno Federal [Debe modificarse fórmula para dar mayores recursos],2,3,,1,0,3,9999,9999,9999
4,8,7,4087,2011,Campeche,Tribuna Campeche,13/03/11,"Tres boletos más a la ON [softbol femenil, béisbol 13-14 años y handball varonil]",0,0,,9999,9999,9999,9999,9999,9999
4,8,8,4088,2012,Campeche,Tribuna Campeche,18/06/12,"Cuomuna, sin plan de manejo de residuos [Pone en riesgo a trabajadores y usuarios del basurero]",2,2,,0,9999,9999,9999,9999,9999
4,8,9,4089,2012,Campeche,Tribuna Campeche,18/09/12,Al TRIFE PAN y PRD Impugnan pluris en Congreso y ayuntamientos,2,3,2,1,0,3,9999,9999,9999
4,8,10,40810,2012,Campeche,Tribuna Campeche,08/08/12,"Inversión de 33.8 mmdp. Vamos firmes al progreso, advierte FOB",2,2,,1,1,0,9999,9999,9999
4,8,11,40811,2012,Campeche,Tribuna Campeche,06/09/12,"Firmes en Palizada, el Carmen y Hecelchakán. Las pruebas del PAN no fueron contundentes.",2,2,,1,1,0,9999,9999,9999
4,8,12,40812,2012,Campeche,Tribuna Campeche,31/08/12,Yuxtaponer metas en justicia. Seguridad la primera obligación.,2,7,,1,1,0,9999,9999,9999
4,8,13,40813,2012,Campeche,Tribuna Campeche,31/03/12,"IMSS, con más quejas en el arbitraje médico [Comisión Estatal de Arbitraje Médico recibió 80 quejas]",2,2,,1,0,0,9999,9999,9999
4,8,14,40814,2012,Campeche,Tribuna Campeche,24/06/12,Gastan en vigilar boletas ¡de 2006! [Costo que se paga por la desconfianza],2,2,,1,0,4,0,4,9999
4,8,15,40815,2013,Campeche,Tribuna Campeche,04/03/13,Sigue mortandad de aves en el Sur. Es inútil aplicar vacunas,0,9999,,9999,9999,9999,9999,9999,9999
4,8,16,40816,2013,Campeche,Tribuna Campeche,07/05/13,"Casas para policías inicia EPN. En México 36 millones carecen de ella, dice.",2,7,3,0,9999,9999,9999,9999,9999
4,8,17,40817,2013,Campeche,Tribuna Campeche,18/09/13,"Lluvias retrasan la pavimentación. Ciudad no está como recibimos, expone Bastos.",2,2,,0,9999,9999,9999,9999,9999
4,8,18,40818,2013,Campeche,Tribuna Campeche,22/08/13,Decae en 38% la pesca de pulpo. Reducirán las áreas donde no se puede operar,2,8,,1,0,1,9999,9999,9999
4,8,19,40819,2013,Campeche,Tribuna Campeche,21/06/13,Sancionaron a 17 ex funcionarios. Anomalías en la entrega del Ayuntamiento.,2,2,,0,9999,9999,9999,9999,9999
4,8,20,40820,2013,Campeche,Tribuna Campeche,01/06/13,"Que los solteros adopten. Parlamento femenil ""campechanas llegando a acuerdos""",2,2,,0,9999,9999,9999,9999,9999
4,8,21,40821,2013,Campeche,Tribuna Campeche,24/02/13,"Desvían murallas del plan original. Proyecto es de juguete, dicen los arquitectos.",2,0,,0,9999,9999,9999,9999,9999
